pos/train/obj13__4.jpg 1 0 0 320 240
pos/train/facade_1.png 1 0 0 616 325
pos/train/facade_20.png 1 0 0 717 569
pos/train/object0113.view04.png 1 0 0 480 640
pos/train/facade_47.png 1 0 0 608 381
pos/train/obj5__1.jpg 1 0 0 240 320
pos/train/facade_34.png 1 0 0 591 401
pos/train/budapest_001.png 1 0 0 1024 745
pos/train/cmp_x0092.jpg 1 0 0 1024 816
pos/train/object0022.view03.png 1 0 0 480 640
pos/train/obj12__2.jpg 1 0 0 320 240
pos/train/object0037.view05.png 1 0 0 480 640
pos/train/cmp_x0144.jpg 1 0 0 1024 911
pos/train/monge_67.jpg 1 0 0 528 185
pos/train/obj3__4.jpg 1 0 0 320 240
pos/train/object0094.view05.png 1 0 0 480 640
pos/train/object0036.view03.png 1 0 0 480 640
pos/train/object0009.view01.png 1 0 0 480 640
pos/train/monge_45.jpg 1 0 0 532 420
pos/train/monge_74.jpg 1 0 0 537 260
pos/train/object0001.view02.png 1 0 0 480 640
pos/train/barcelona_001.png 1 0 0 1024 398
pos/train/paris_029.png 1 0 0 1024 729
pos/train/object0054.view01.png 1 0 0 480 640
pos/train/object0043.view05.png 1 0 0 480 640
pos/train/paris_096.png 1 0 0 1024 938
pos/train/object0060.view01.png 1 0 0 480 640
pos/train/paris_111.png 1 0 0 1024 667
pos/train/object0094.view03.png 1 0 0 480 640
pos/train/paris_132.png 1 0 0 1024 823
pos/train/object0059.view05.png 1 0 0 480 640
pos/train/monge_16.jpg 1 0 0 620 432
pos/train/paris_051.png 1 0 0 1024 632
pos/train/object0053.view02.png 1 0 0 640 480
pos/train/facade_0_0099509_0099705.png 1 0 0 378 383
pos/train/cmp_x0101.jpg 1 0 0 1024 561
pos/train/cmp_x0171.jpg 1 0 0 352 688
pos/train/paris_035.png 1 0 0 1024 794
pos/train/object0062.view02.png 1 0 0 480 640
pos/train/monge_28.jpg 1 0 0 539 252
pos/train/cmp_x0168.jpg 1 0 0 355 487
pos/train/cmp_x0150.jpg 1 0 0 1024 696
pos/train/paris_057.png 1 0 0 1024 696
pos/train/object0043.view04.png 1 0 0 480 640
pos/train/obj6__2.jpg 1 0 0 320 240
pos/train/facade_5.png 1 0 0 714 575
pos/train/facade_0_0073244_0073648.png 1 0 0 257 775
pos/train/object0080.view02.png 1 0 0 640 480
pos/train/greece_003.png 1 0 0 1024 762
pos/train/paris_055.png 1 0 0 1024 673
pos/train/monge_73.jpg 1 0 0 531 362
pos/train/paris_047.png 1 0 0 1024 771
pos/train/monge_20.jpg 1 0 0 617 440
pos/train/cmp_x0164.jpg 1 0 0 408 592
pos/train/object0084.view05.png 1 0 0 480 640
pos/train/object0049.view01.png 1 0 0 640 480
pos/train/monge_42.jpg 1 0 0 531 328
pos/train/object0122.view02.png 1 0 0 480 640
pos/train/barcelona_010.png 1 0 0 1024 413
pos/train/paris_099.png 1 0 0 1024 472
pos/train/monge_35.jpg 1 0 0 533 325
pos/train/paris_001.png 1 0 0 1024 677
pos/train/object0071.view05.png 1 0 0 480 640
pos/train/object0121.view05.png 1 0 0 640 480
pos/train/object0100.view04.png 1 0 0 480 640
pos/train/facade_33.png 1 0 0 684 272
pos/train/s_d_003.png 1 0 0 1024 835
pos/train/paris_115.png 1 0 0 1024 581
pos/train/obj13__3.jpg 1 0 0 320 240
pos/train/monge_52.jpg 1 0 0 514 341
